Title,Description,Location,ID,Price,Bed,Date
5 bhk house rent family & office near malaparamba,5 bhk indipendent house for rent office & family near malaparamba,"India,Kerala,Kozhikode,Malaparamba",1766494444,"₹ 22,000",4+ Bds - 4 Ba - 2400 ft2,2024-04-03T02:55:50+0000
House for rent near hilite mall palazhi,House for rent near hilite mall2 rooms attached Dinning areaKitchen,"India,Kerala,Kozhikode,Poovangal",1766481287,"₹ 15,000",2 Bds - 2 Ba - 900 ft2,2024-04-02T17:59:16+0000
Affordable PG Room Sharing for Bachelors Only ₹2500 Perhead (2 slot),"Bellow 24(students,intern)Features:- Bed with cot- 1 bathroom- No additional bills (water & electricity included)- 5 minutes to the new bus stand- Less than 10 minutes to the railway station-94964           -44114-","India,Kerala,Kozhikode,Parayanchery",1766473190,"₹ 2,500",2 Bds - 1 Ba - 500 ft2,2024-04-02T16:14:34+0000
2 Bedroom + 1 kids room,2 floor villa for rent2 bedroom 1 Kids roomEasy to Access City,"India,Kerala,Kozhikode,Chevayoor",1766470736,"₹ 20,000",2 Bds - 2 Ba - 1800 ft2,2024-04-02T15:47:31+0000
House for rent  karaparamba,"3 bhk house for rentKozhikode KaraparambaRent 15,000Well water, compound gatemain road side 949 bsnl 6 426 jio connection 100","India,Kerala,Kozhikode,Karaparamba",1766447277,"₹ 15,000",3 Bds - 3 Ba - 1889 ft2,2024-04-02T11:39:45+0000
Flat for rent,"Kozhikode Eranjippalam2 bedrooms full furnished flatRent. 30,000.Parking, lift. Security94 bsnl 96 bsnl 426 jio 100","India,Kerala,Kozhikode,Karaparamba",1766446688,"₹ 30,000",2 Bds - 2 Ba - 1624 ft2,2024-04-02T11:33:41+0000
Semi furnished house for rent,"Kozhikode karaparamba3 bedrooms semi furnished houseRent 25,000.Well water. Compound gate.","India,Kerala,Kozhikode,Karaparamba",1766446170,"₹ 25,000",3 Bds - 3 Ba - 1685 ft2,2024-04-02T11:28:25+0000
3BHK FLAT FOR RENT,"3Bhk apartment for rent @Vandipetta opposite fashion factory mall.3 bedrooms with bathroom attached,Kitchen and outer kitchen, large hall and a balcony.Ground floorInterested tenants kindly contact asap.Rent negotiable.","India,Kerala,Kozhikode,Vandipetta",1766428594,"₹ 19,000",3 Bds - 2 Ba - 3 ft2,2024-04-02T08:50:08+0000
Kalathil apartment,Apartment for rent  close to MIMS hospital,"India,Kerala,Kozhikode,Govindapuram",1766426971,"₹ 16,000",2 Bds - 2 Ba - 500 ft2,2024-04-02T08:35:29+0000
3BHK FOR RENT,Flat for rent 3 bed room;2 bath attached bedroom;one big hall and kitchen .Rent can be negotiable. Ground floorLocation: Francis roadCalicut 673002,"India,Kerala,Kozhikode,Calicut Beach",1766426940,"₹ 15,000",3 Bds - 2 Ba - 3 ft2,2024-04-02T08:35:13+0000
House for rent karapamba,House for rent karapamba2 bed roomRent ₹12000Adv 50000,"India,Kerala,Kozhikode,East Nadakkavu",1766413635,"₹ 12,000",2 Bds - 2 Ba - 1000 ft2,2024-04-02T06:46:55+0000
Karparamba karikkamkulam 3 BHK flat for lease,Karparamba karikkam kulam3 BHK flat for lease Gym swimming pool  security10 th floor2 car parkingAmnt 20 lacsPh 96⁴56575¹6,"India,Kerala,Kozhikode,Karaparamba",1766412947,"₹ 20,00,000",,2024-04-02T06:41:45+0000
PG/rent house,"Upstair of our house having2 bedrooms and 2 bathrooms,sitout,hall etcvery silent place","India,Kerala,Kozhikode,Thondayad",1766396044,"₹ 25,000",2 Bds - 2 Ba - 900 ft2,2024-04-02T04:14:59+0000
Very calm area with good ventilation.,"First flour ,two bedrooms with attached bathrooms ,hall balcony kitchen with work area..well water and pipe water provided.","India,Kerala,Kozhikode,Karuvasseri",1766394168,"₹ 14,000",2 Bds - 3 Ba - 1400 ft2,2024-04-02T03:53:48+0000
House for rent backside of NGO quaters,House for rent g+1 car parking available.rent at first floor,"India,Kerala,Kozhikode,Paropadi",1766390488,"₹ 8,500",2 Bds - 1 Ba - 800 ft2,2024-04-02T03:06:31+0000
Near to Mythra hospital karaparanñ,Specious Car parking Both well and cooperation water available Compound wall with gate Spacious Staircase through inside home separately,"India,Kerala,Kozhikode,Karaparamba",1766372108,"₹ 14,500",2 Bds - 3 Ba - 1800 ft2,2024-04-01T17:01:03+0000
താല്പര്യമുള്ളവർ ബന്ധപ്പെടുക,നാലു ബെഡ്റൂം കിച്ചൻ അറ്റാച്ച്ഡ് ബാത്റൂം എല്ലാവിധ സൗകര്യങ്ങളും ഉണ്ട് കോഴിക്കോട് ഭാഗത്ത് താമസിക്കുന്ന ആർക്കെങ്കിലും വാടകവീട് നോക്കുന്നവർ ഉണ്ടെങ്കിൽ ഒറ്റ നില വീട് താല്പര്യമുള്ളവർ ബന്ധപ്പെടുക,"India,Kerala,Kozhikode,Nellicode",1766352667,"₹ 2,500",4 Bds - 4 Ba - 1000 ft2,2024-04-01T13:23:53+0000
2 BHK FLAT FOR RENT NEAR CALICUT MEDICAL COLLEGE,"Chevelambalam , near medical College Calicut.","India,Kerala,Kozhikode,Chevarambalam",1766323757,"₹ 17,500",2 Bds - 2 Ba - 4000 ft2,2024-04-01T09:02:08+0000
First floor for rent,First floor for rent good area with 3 rooms can be suitable for bachelors,"India,Kerala,Kozhikode,St Vincent Colony",1766307833,"₹ 25,000",3 Bds - 2 Ba - 1200 ft2,2024-04-01T06:51:55+0000
Rented house.,"Near ojin bakery, first floor, easy access main road.","India,Kerala,Kozhikode,East Nadakkavu",1766283623,"₹ 13,000",2 Bds - 2 Ba - 1200 ft2,2024-04-01T02:54:26+0000
3BHK neat furnished house near Starcare hospital thondayad 30K,Rent 30Deposit 1.5 lakhBachelorOfficeArchitecture officeWorkspaceGuest HouseIT work,"India,Kerala,Kozhikode,Thondayad",1766276781,"₹ 30,000",3 Bds - 4 Ba - 2500 ft2,2024-03-31T22:11:21+0000
Girls only,"Good atmosphere, homeliy food,","India,Kerala,Kozhikode,Thadambattuthazham",1766253396,"₹ 10,000",3 Bds - 2 Ba - 200 ft2,2024-03-31T14:24:03+0000
House for rent,House for rent in chevayoor,"India,Kerala,Kozhikode,Chevayoor",1740813527,"₹ 10,000",2 Bds - 2 Ba - 700 ft2,2024-03-28T14:23:52+0000
1000000 lakh lease,It's a 3bhk ground Flore house with 2 bathroom semi furnished house. Ready to occupy.Lease amount is 1000000.Not negotiable...,"India,Kerala,Kozhikode,Panniyankara",1765931606,"₹ 10,00,000",3 Bds - 2 Ba - 1200 ft2,2024-03-28T14:04:07+0000
4BHK 2500sqft  House for lease.Multiple car parking available,"4 bedroom , 4+ bathroom, Opposite lulu near mankave .","India,Kerala,Kozhikode,Mankavu",1765927142,"₹ 35,00,000",4 Bds - 4+ Ba - 2500 ft2,2024-03-28T13:17:32+0000
3 BHK Fully-furnished Apartment,"A fully-furnished new 3BHK apartment at Landmark millennia centre. Includes ACs in all the bedrooms, water heater, curtains/blinds, storage spaces, lights, fans, exhaust fans etc. (pics). Located at Kodal Nadakkavu, Pantheerankavu, Kozhikode. Balcony spans livng room, kitchen and a bedroom. Contact via email (sandeepsurin123 at gmail dot com) or WhatsApp.","India,Kerala,Kozhikode,Poovangal",1765923638,"₹ 37,000",3 Bds - 3 Ba - 1380 ft2,2024-03-28T12:38:02+0000
3bhk luxury furnished flat for rent near metro hospital,3bhk luxury furnished flat for rent near metro hospitalFully furnishedReady to moveCar parkin veey near to cyberpark and metrocaediac hospitalEasy to access calicut airport,"India,Kerala,Kozhikode,Thondayad",1711389619,"₹ 30,000",2 Bds - 2 Ba - 1800 ft2,2024-03-28T12:37:26+0000
Luxury studio flat for rent near metro hospital thondayad,Luxury studio flat for rent near metro hospital thondayad.Ready to moveCar parkingWelo maintained flatLuxury furnishedRent 18k,"India,Kerala,Kozhikode,Thondayad",1722076887,"₹ 18,000",1 Bds - 1 Ba - 500 ft2,2024-03-28T12:36:44+0000
1bhk luxury flat for rent near cyberpark calicut,1bhk luxury flat for rent near cyberpark calicutReady to moveGood interiorExcellent view Very near to cyberpark and hilitemallEasy to access calicut airport etcRent 18k,"India,Kerala,Kozhikode,Thondayad",1737376477,"₹ 19,000",1 Bds - 1 Ba - 500 ft2,2024-03-28T12:35:50+0000
Upstairs for rent for women,Upstairs for paying guest women only westhill calicut,"India,Kerala,Kozhikode,Nadakkavu",1765919271,"₹ 6,000",2 Bds - 1 Ba - 550000 ft2,2024-03-28T11:55:27+0000
"House for Rent, Kannanchery, Kozhikode",House for rentBalcony:1Kitchen:2Bedroom:4Bathroom:42 KM from Kallai Railway Station & 4 KM from Kozhikode Railway Station. Please contact serious buyers only.,"India,Kerala,Kozhikode,Kannanchery",1765908911,"₹ 18,000",4 Bds - 4 Ba - 1800 ft2,2024-03-28T10:15:11+0000
semi furnished house for rent,Semi furnished house for rent Near hilite mall,"India,Kerala,Olavanna,Poovangal",1765893234,"₹ 25,000",3 Bds - 3 Ba - 2300 ft2,2024-03-28T07:53:16+0000
House for Rent,"House for Rent /Rooms available Three thousand per headBachelors allowed Couples not allowedRooms with bathrooms attached Kithchen,Dining hall, 1.5 km away from calicut Highlight mall,Near copper folia","India,Kerala,Kozhikode,Hill View Colony",1765885602,"₹ 3,000",4 Bds - 4 Ba - 1200 ft2,2024-03-28T06:51:30+0000
UPSTAIR FOR RENT WESTHILL CALICUT,"2 BEDROOM ATTACHED,HALL,KITCHEN, CAR SITE RENT 12000ADVANCE 40000MOB 89    21 4    66      42     5","India,Kerala,Kozhikode,West Hill",1734135779,"₹ 12,000",2 Bds - 2 Ba - 1000 ft2,2024-03-28T05:09:39+0000
Home For Rent Only For Families,"Location :- Areekad , KozhikodeIndependent house in 12centsClose to busstop , 400m from NH Junction at areekkadWell waterOnly renting out to familiesEmployees preferred 2BHK House one attached and one non attachedClean surroundingsAmple parkingContact for more details","India,Kerala,Kozhikode,Areekad",1711100356,"₹ 13,000",2 Bds - 2 Ba - 1000 ft2,2024-03-28T05:06:42+0000
KOZHIKODE KRISHNAN NAIR ROAD1300 sq ft HOUSE FOR RENT,"Kozhikode Krishnan Nair road 1300 sq.ft (3 bedroom) house for rent.Rent-13,000.Advance -six month rent.KAIRALI PROPERTIES KOZHIKODEPic may not be original","India,Kerala,Kozhikode,Krishnan Nair Road",1765839237,"₹ 13,000",3 Bds - 3 Ba - 1300 ft2,2024-03-27T16:08:33+0000
5 bhk house for rent use hostel near iqura hospital,5 bhk independent house for rent usefull for hostel near iqura hospital,"India,Kerala,Kozhikode,Malaparamba",1765836166,"₹ 33,000",4+ Bds - 4 Ba - 2000 ft2,2024-03-27T15:30:26+0000
പുതിയ വില്ലയിൽ പഠനസൗകര്യത്തോട് കൂടിയ താമസം,"നിങ്ങൾ പഠിക്കാൻ സൗകര്യം ഉള്ള ഒരു സ്ഥലം അന്വേശിക്കുകയാണോ?പുതിയ വില്ലയിൽ പഠനസൗകര്യത്തോട് കൂടിയ താമസം നിങ്ങൾക്ക് ലഭ്യമാണ്.തനത് നാടൻ ഭക്ഷണം. നിശബ്ദവും, സ്വകാര്യതയും ലഭ്യമാവുന്ന ഇടം. ഫർണീച്ചർ, ഫ്രിഡ്ജ്, വാഷിംഗ്‌ മെഷീൻ സൗകര്യങ്ങൾ. Wifi ലഭ്യമാണ്.","India,Kerala,Kozhikode,Karaparamba",1765833541,"₹ 4,800",4+ Bds - 4+ Ba - 3500 ft2,2024-03-27T14:58:44+0000
For Bachelors 2 bhk on Ground Floor for RENT in near West Hill,"2 bedroom on Ground Floor for RENT in near West Hill.2 bedroom, 2 bathroom, hall, kitchen.Rent Rs 13000 per month & Rs 40000 deposit.Available to bachelors (max 4 persons)Genuine clients can contact for details and site visit.SERVICE CHARGES AS APPLICABLE.","India,Kerala,Kozhikode,West Hill",1765825596,"₹ 13,000",2 Bds - 2 Ba - 850 ft2,2024-03-27T13:34:35+0000
2 Bhk appartment for Rent. Negotiable,Flat for Rent. Preferably family. 2Bhk. Un furnished,"India,Kerala,Kozhikode,Pottammal",1765824518,"₹ 14,000",2 Bds - 2 Ba - 1000 ft2,2024-03-27T13:22:38+0000
New construction,2 k.m. to Railway & Bus stations nearby. Schools & temples nearby- No brokerage-,"India,Kerala,Kozhikode,Kallai",1765814222,"₹ 13,000",2 Bds - 1 Ba - 1000 ft2,2024-03-27T11:43:46+0000
2 bhk new upstairs house near East hill,2. bhk new upstairs house near East hill,"India,Kerala,Kozhikode,Karaparamba",1765803311,"₹ 17,000",,2024-03-27T10:04:33+0000
3 bhk semi furnished flat near chevayur,3 bhk semi furnished flat near chevayur,"India,Kerala,Kozhikode,Chevayur",1765802923,"₹ 20,000",3 Bds - 3 Ba - 1450 ft2,2024-03-27T10:00:57+0000
Premium 3bhk apartment with carparking and related amenities,"Premium location near Chevayur , Calicut","India,Kerala,Kozhikode,Chevayoor",1765802445,"₹ 22,000",3 Bds - 3 Ba - 1500 ft2,2024-03-27T09:56:38+0000
House for rent at karaparamba,2 bhk flat for sale kozhikode nadakkav.,"India,Kerala,Kozhikode,Karaparamba",1762349434,"₹ 18,000",2 Bds - 2 Ba - 1048 ft2,2024-03-27T08:47:13+0000
"Upstair house for rent near mankav, rent 18000/- adv 80000","Upstair house for rent near mankav, rent 18000/- adv 80000.","India,Kerala,Kozhikode,Mankavu",1765793334,"₹ 18,000",4 Bds - 4 Ba - 1800 ft2,2024-03-27T08:36:36+0000
"Independent Villa in a gated community at West Hill, Kozhikode",Prime residential area in West Hill Chunkam. 100 mtrs from Kannur Main Road (Near Passport Office) . 3BR independent Villa with modern design inside a gated community. Round-the-clock Security. Gym & Indoor Badminton Court with lights. All Rooms fitted AC and well furnished kitchen. 4 bathrooms. Own well and Public water connection. Power back-up. Own car park.,"India,Kerala,Kozhikode,West Hill Chungam",1765789326,"₹ 32,000",3 Bds - 4 Ba - 1900 ft2,2024-03-27T08:00:39+0000
Home for rent in Karaparamba,Home for rent,"India,Kerala,Kozhikode,Karaparambu",1765786869,"₹ 15,000",2 Bds - 2 Ba - 1200 ft2,2024-03-27T07:39:32+0000
2 BHK HOUSE FOR RENT AT CALICUT,2 BHK FURNISHED HOUSE FOR RENT AT CALICUT Rs- 20k,"India,Kerala,Kozhikode,Nadakkavu",1765779952,"₹ 20,000",2 Bds - 2 Ba - 1200 ft2,2024-03-27T06:44:40+0000
2 bhk house in jawahar colony,2 bhk house in jawahar colony,"India,Kerala,Kozhikode,Nadakkavu",1765779877,"₹ 20,000",2 Bds - 2 Ba - 1200 ft2,2024-03-27T06:44:09+0000
NEW 3 bhk fully furnished flat rent near POTTAMMAL,3 bhk fully furnished flat rent near POTTAMMAL,"India,Kerala,Kozhikode,Pottammal",1765775934,"₹ 50,000",3 Bds - 3 Ba - 1750 ft2,2024-03-27T06:15:25+0000
2bhk independed villa,2bhk independed villa,"India,Kerala,Kozhikode,Araidathpalam",1765768832,"₹ 15,000",2 Bds - 2 Ba - 1200 ft2,2024-03-27T05:18:01+0000
West hill    2BHK house (ഓടിട്ടത് )for rent only family,West hill nr st michels school 2BHK House (ഓടിട്ടത് ) for rent100 m d from bus stop1 car parkingRent 6000Ad 25000Ph 96⁴56575¹6,"India,Kerala,Kozhikode,West Hill",1765761533,"₹ 6,000",,2024-03-27T04:03:29+0000
3 bhk flat near chevayur 'medical college,3 bhk flat near chevayur 'medical college,"India,Kerala,Kozhikode,Chevayoor",1754035333,"₹ 20,000",3 Bds - 3 Ba - 1450 ft2,2024-03-26T16:07:56+0000
KOZHIKODE KRISHNAN NAIR ROAD 800sq.ft HOUSE FOR RENT,"Kozhikode Krishnan nair road 800 sq.ft house for rent.Rent-9,000. Advance -50,000.Service charge applicable .Pic may not be original","India,Kerala,Kozhikode,Krishnan Nair Road",1765731630,"₹ 9,000",2 Bds - 1 Ba - 800 ft2,2024-03-26T15:19:22+0000
5 bhk house rent for hostel near iqura hospital malaparamba,5 bhk independent house for rent use for hostel near iqura hospital malaparamba,"India,Kerala,Kozhikode,Malaparamba",1765730536,"₹ 35,000",4+ Bds - 4 Ba - 2000 ft2,2024-03-26T15:06:53+0000
Thondayad 3 bhk flat for rent,Thondayad 3 bhk flat for rent,"India,Kerala,Kozhikode,Thondayad",1754155313,"₹ 19,500",3 Bds - 3 Ba - 1700 ft2,2024-03-26T14:38:37+0000
3 bhk flat near west hill puthiyangadi,3 bhk flat near west hill puthiyangadi,"India,Kerala,Kozhikode,West Hill",1755581400,"₹ 32,000",3 Bds - 3 Ba - 1800 ft2,2024-03-26T14:38:07+0000
2 bhk new flat near chevayur,2 bhk new flat near chevayur,"India,Kerala,Kozhikode,Chevayoor",1762012400,"₹ 20,000",2 Bds - 2 Ba - 1250 ft2,2024-03-26T14:37:39+0000
3 BHK Semi-furnished Apartment,"A semi-furnished new 3BHK apartment at Landmark millennia centre. Includes ACs in all the bedrooms, water heater, curtains/blinds, storage spaces, lights, fans, exhaust fans etc. (pics). Located at Kodal Nadakkavu, Pantheerankavu, Kozhikode. River view from balcony. Contact via email (sudipsuren at gmail dot com) or WhatsApp.","India,Kerala,Kozhikode,Poovangal",1765714073,"₹ 35,000",3 Bds - 3 Ba - 1278 ft2,2024-03-26T12:06:33+0000
